Produit_PK,Produit_ID,EntiteRattachement_FID,BrancheAssurance_FID,Produit_CODE,LibelleCourt_NOM,LibelleLong_NOM,FamilleProduit_NOM,StatutProduit_NOM,TypeOffre_NOM,TNS_FLAG,LoiEvin_FLAG,Produit_DATECRE,Produit_DATEMOD,Produit_DEBUTVAL,Produit_FINVAL
1121,aRKfV0000RJsN,qjmjF0000RH07,d,PC_SOFIPEL,SOFIPEL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1127,aRKfV0000RIm7,qjmjF0000RH07,e,SI_DOURS_01,DOURS EVIN,DOURS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1128,aRKfV0000RL4D,qjmjF0000RH07,d,PC_SADAG,SADAG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1141,aRKfV0000RM37,qjmjF0000RH07,e,SI_TRUJA_01,TRUJAS PARIS EST EVIN,TRUJAS PARIS EST EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1144,aRKfV0000RLtL,qjmjF0000RHD1,d,PC_RESTAGR,RESTAGRAF,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1145,aRKfV0000RJz8,qjmjF0000RH07,d,PC_CHATILLO,CHATILLON AUTO SERVICES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1146,aRKfV0000RNfZ,qjmjF0000RH07,e,SI_GRU1_01,GRUAU 1 VENDEE EVIN,GRUAU 1 VENDEE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1147,aRKfV0000RLUV,qjmjF0000RH07,d,PC_SIMONNEA,SIMONNEAU SAS DIAM,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1149,aRKfV0000RKe5,qjmjF0000RH07,d,PC_PERICA_1,PERICAUD 1 LGI,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1150,aRKfV0000RIrR,qjmjF0000RH07,e,SI_SAYAH_01,SAYAH EVIN,SAYAH EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1159,aRKfV0000RNvA,qjmjF0000RH07,e,SI_LRPAR_01,LR PARTICIPATION EVIN,LR PARTICIPATION EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1160,aRKfV0000RK5H,qjmjF0000RH07,e,SC_LITTAUTO,LITTORAL AUTOMOBILES COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1180,aRKfV0000RMT0,qjmjF0000RHD1,d,PC_IDRA_1,IDRA 1 NOVACCO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1181,aRKfV0000RLgS,qjmjF0000RHD1,d,PC_ANTAVIA,ANTAVIA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1187,aRKfV0000RIsF,qjmjF0000RH07,e,SI_BACB_01,BACQUEYRISSES CAR BUS EVIN,BACQUEYRISSES CAR BUS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1188,aRKfV0000RMJC,qjmjF0000RH9n,e,SI_MENN_01,MENNETRIER EVIN,MENNETRIER EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1201,aRKfV0000RMPb,qjmjF0000RH9n,e,SI_AUTOD_01,AUTO DEFENSE EVIN,AUTO DEFENSE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1204,aRKfV0000RLwa,qjmjF0000RHD1,d,PC_DURISOTT,"DURISOTTI ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1205,aRKfV0000RLQJ,qjmjF0000RH07,d,PC_RPO_02,RPO COLL OPT,RPO COLLECTIF OPT,collectif,validé,CONVENTIONNEL,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1206,aRKfV0000RIyl,qjmjF0000RH07,e,SI_KERT_01,KERTRUCKS EVIN,KERTRUCKS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1207,aRKfV0000RL0V,qjmjF0000RH07,d,PC_CAR_AV_4,CAR AVENUE 4 ACAPDS MULHOUSE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1209,aRKfV0000RLAM,qjmjF0000RH07,e,SC_GESCOP,GESCOP COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1210,aRKfV0000RJy2,qjmjF0000RH07,d,PC_VOANDCO,VO AND CO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1219,aRKfV0000RNvP,qjmjF0000RH9n,e,SI_VIDAL_01,VIDAL EVIN,VIDAL EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1220,aRKfV0000RNfB,qjmjF0000RH9n,e,SI_ANCGE_01,ANCIENNES GAMMES EVIN,ANCIENNES GAMMES EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1240,aRKfV0000RQ0B,qjmjF0000RH9n,e,SI_CHERB_01,CHERBOURG EX BERREZAI 1 EVIN,CHERBOURG EX BERREZAI 1 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1241,aRKfV0000RObZ,qjmjF0000RH07,d,PC_GEMY_2,GEMY 2 Ex RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1247,aRKfV0000RIwR,qjmjF0000RH07,d,PC_AUTODEFI,AUTODEFI,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1248,aRKfV0000RMt7,qjmjF0000RH07,d,PC_SOVA,SUD OUEST VEHICULES AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1264,aRKfV0000ROEV,qjmjF0000RH07,d,PC_MARY_3,MARY 3 - EX RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1265,aRKfV0000RLdI,qjmjF0000RH07,e,SI_PSAR_01,PSA RETAIL EVIN,PSA RETAIL EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1266,aRKfV0000RJP9,qjmjF0000RH07,d,PC_CHOPARD,CHOPARD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1267,aRKfV0000RLU2,qjmjF0000RH07,d,PC_BOOS,BOOS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1269,aRKfV0000RMcW,qjmjF0000RHD1,d,PC_CFDT,SYND FGMM CFDT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1270,aRKfV0000RIsV,qjmjF0000RH9n,e,SI_CNPA_01,MOBILIANS EVIN,MOBILIANS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1279,aRKfV0000RIsI,qjmjF0000RH07,e,SI_AUBR_01,AUBREE EVIN,AUBREE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1280,aRKfV0000RQA1,qjmjF0000RH07,e,SC_BODEMER2,BODEMER 2 EX RRG COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1300,aRKfV0000RJi1,qjmjF0000RH07,e,SC_PSARETAI,PSA RETAIL COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1301,aRKfV0000RPDn,qjmjF0000RH9n,e,SI_MONRO_01,MONROC EVIN,MONROC EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1307,aRKfV0000RKFb,qjmjF0000RH07,e,SC_GGSUDRIA,GARAGE SUDRIA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1308,aRKfV0000RK7p,qjmjF0000RH07,d,PC_SACMI44,SACMI 44,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1324,aRKfV0000RILz,qjmjF0000RH07,d,PC_VOLVO,VOLVO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1325,aRKfV0000RPOI,qjmjF0000RH07,e,SI_JLAIN_01,JEAN LAIN EX EFF EVIN,JEAN LAIN EX EFF EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1326,aRKfV0000RKMf,qjmjF0000RH07,d,PC_LAVAIL,LAVAIL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1327,aRKfV0000RN5r,qjmjF0000RH07,d,PC_PRIVAUTO,PRIVILEGE AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1329,aRKfV0000RMsp,qjmjF0000RH07,d,PC_FINKOALA,FINANCIERE KOALA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1330,aRKfV0000RO1p,qjmjF0000RH07,e,SI_RRG_SU,RRG ACTIF,RRG ACTIF,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1339,aRKfV0000RJBd,qjmjF0000RH07,e,SC_ESBIEN,ESPACE BIENVENUE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1340,aRKfV0000RIPD,qjmjF0000RH07,d,PC_ALCANE,ALCANE GESTION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1360,aRKfV0000RKxJ,qjmjF0000RH07,e,SC_SOVALDIA,SOVALDIA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1361,aRKfV0000RJRt,qjmjF0000RH07,d,PC_OPAD,OPAD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1367,aRKfV0000RMsx,qjmjF0000RH07,d,PC_METIN,METIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1368,aRKfV0000RKr9,qjmjF0000RH07,d,PC_GERBIE_2,DAVID GERBIER 2 HOLDING,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1384,aRKfV0000RIYt,qjmjF0000RH07,e,SI_AUVIS_01,AUTOVISION EVIN,AUTOVISION EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1385,aRKfV0000RJOf,qjmjF0000RH07,d,PC_EGSERVFR,EG SERVICES FRANCE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1386,aRKfV0000RKar,qjmjF0000RH07,e,SC_ORECA,ORECA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1387,aRKfV0000ROt9,qjmjF0000RH07,e,SC_MORETTO,MORETTO COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1389,aRKfV0000RNIc,qjmjF0000RH07,d,PC_FREY_5,EFF - AUTOMOTION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1390,aRKfV0000RIqg,qjmjF0000RH07,e,SI_ECF_01,ECF EVIN,ECF EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1399,aRKfV0000RK64,qjmjF0000RH07,d,PC_VEOPRO,"V.E.O. PRO ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1400,aRKfV0000RJP3,qjmjF0000RH07,d,PC_GCA,"GCA                           ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1420,aRKfV0000RKxK,qjmjF0000RH07,e,SC_SIXTMOBI,SIXT MOBILITY COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1421,aRKfV0000RKFu,qjmjF0000RH07,e,SC_MJ2P,MJ2P COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1427,aRKfV0000RMtR,qjmjF0000RH07,d,PC_AFMOTORS,AF MOTORS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1428,aRKfV0000RLA1,qjmjF0000RH07,e,SI_KERPR_01,KER PRO EVIN,KER PRO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1444,aRKfV0000RK8J,qjmjF0000RH07,d,PC_BCL,AVENIR BCL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1445,aRKfV0000RJpl,qjmjF0000RH07,e,SC_BOURG,BOURG COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1446,aRKfV0000RNvD,qjmjF0000RH07,e,SI_QPPLD_01,QPARK PARIS LA DEFENSE EVIN,QPARK PARIS LA DEFENSE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1447,aRKfV0000RHjR,qjmjF0000RH07,d,PC_GSP_01,GSP PREVOYANCE COLL,GSP PREVOYANCE COLLECTIF,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1449,aRKfV0000RKR1,qjmjF0000RH07,e,SC_PEYROT,PEYROT INVESTISSEMENTS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1450,aRKfV0000RMJB,qjmjF0000RH9n,e,SI_LOCAR_01,LOCARECUP EVIN,LOCARECUP EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1459,aRKfV0000RLA7,qjmjF0000RH07,e,SI_SEYNE_01,LA SEYNE AUTO EVIN,LA SEYNE AUTO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1460,aRKfV0000RLq7,qjmjF0000RHD1,d,PC_ARGEDI_2,ARGEDIS 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1480,aRKfV0000RMfk,qjmjF0000RH07,d,PC_YOMASA,YOMASA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1481,aRKfV0000RMpP,qjmjF0000RH07,d,PC_KERMARIA,KERMARIA AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1487,aRKfV0000RIp1,qjmjF0000RH07,e,SI_GGP_01,GGP EVIN,GGP EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1488,aRKfV0000ROtJ,qjmjF0000RH07,e,SC_OPCOMOBI,OPCO MOBILITES COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1504,aRKfV0000RLDu,qjmjF0000RH07,e,SC_CAOGES,CAO GESTION COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1505,aRKfV0000RKMz,qjmjF0000RH07,d,PC_CATRACHA,CATRA CHAUVIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1506,aRKfV0000RIpp,qjmjF0000RH9n,e,SI_TODD_01,TODD EVIN,TODD EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1507,aRKfV0000RIsH,qjmjF0000RH9n,e,SI_CHAU_01,CHAUVEAU EVIN,CHAUVEAU EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1509,aRKfV0000ROUd,qjmjF0000RH07,e,SC_CARWEST,CARWEST COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1510,aRKfV0000RNLf,qjmjF0000RH07,d,PC_LOIRET,LOIRET TRUCKS ETS DOURS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1519,aRKfV0000RLUg,qjmjF0000RH07,e,SC_RENTCAR2,RENT A CAR 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1520,aRKfV0000RM6F,qjmjF0000RHD1,d,PC_FOFTM,FED FO METALLURGIE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1540,aRKfV0000RJRj,qjmjF0000RH07,d,PC_JFCNORMA,JFC NORMANDIE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1541,aRKfV0000RNVL,qjmjF0000RH07,d,PC_MORETTO,MORETTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1547,aRKfV0000RIsQ,qjmjF0000RH07,e,SI_FARU_01,FABRE ET RUDELLE EVIN,FABRE ET RUDELLE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1548,aRKfV0000RPNT,qjmjF0000RH07,e,SC_JEANLAIN,JEAN LAIN EX EFF COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1564,aRKfV0000RLTa,qjmjF0000RH07,d,PC_MARY_5,MARY 5 - MARY AUTO MENSU,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1565,aRKfV0000RLTX,qjmjF0000RH07,d,PC_MARY_1,MARY 1 - MARY AUTO CAEN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1566,aRKfV0000RKSJ,qjmjF0000RH07,d,PC_CHAUMONT,CHAUMONT PL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1567,aRKfV0000RMtc,qjmjF0000RH07,d,PC_CAUSAUTO,CAUSSADE AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1569,aRKfV0000ROrr,qjmjF0000RH07,e,SC_GRM,GRM COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1570,aRKfV0000RJOg,qjmjF0000RH07,d,PC_FABRERUD,"FABRE ET RUDELLE ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1579,aRKfV0000RMmB,qjmjF0000RH07,d,PC_GUEUDE_2,"GUEUDET-VEHICULE IND REIMS    ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1580,aRKfV0000RM6P,qjmjF0000RHD1,d,PC_SAKAR,SAKAR AUTOVISION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1600,aRKfV0000RK0F,qjmjF0000RH07,e,SC_CHAUVEAU,CHAUVEAU COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1601,aRKfV0000RHgD,qjmjF0000RH07,e,SI_RPCS_01,RPCS INDI,RPCS INDIVIDUEL,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1607,aRKfV0000RLwb,qjmjF0000RHD1,d,PC_SAPEC,SAPEC,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1608,aRKfV0000RJsW,qjmjF0000RH07,d,PC_VNEDEY,"VALERE NEDEY ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1624,aRKfV0000RM31,qjmjF0000RH07,e,SI_ACA84_01,ACTION AUTOMOBILES 84 EVIN,ACTION AUTOMOBILES 84 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1625,aRKfV0000RN8p,qjmjF0000RH07,d,PC_EDENAU_5,EDEN AUTO 5 ex RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1626,aRKfV0000RKU5,qjmjF0000RH07,d,PC_DARGELOS,DARGELOS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1627,aRKfV0000ROuR,qjmjF0000RH07,e,SC_SYNETHI2,SYNETHIS 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1629,aRKfV0000RKF5,qjmjF0000RH07,e,SC_FACILITY,FACILITY PARK COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1630,aRKfV0000RM9V,qjmjF0000RH9n,e,SI_BYMCN_01,BYMYCAR NOISY EVIN,BYMYCAR NOISY EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1639,aRKfV0000RNvB,qjmjF0000RH07,e,SI_PERI2_01,PERICAUD 2 EVIN,PERICAUD 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1640,aRKfV0000RN2K,qjmjF0000RH07,d,PC_SCADEFEN,SCA LA DEFENSE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1660,aRKfV0000RMvv,qjmjF0000RH9n,e,SI_SOGAR_01,SOGARIS EVIN,SOGARIS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1661,aRKfV0000RIsU,qjmjF0000RH07,e,SI_SIXT_01,SIXT EVIN,SIXT EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1667,aRKfV0000RP47,qjmjF0000RH07,e,SI_CRAV2_01,CAR AVENUE 2 EVIN,CAR AVENUE 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1668,aRKfV0000RK4f,qjmjF0000RH07,e,SC_ANFA,ANFA COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1684,aRKfV0000RNfV,qjmjF0000RH07,e,SI_DAGUE_01,DAGUEYS EVIN,DAGUEYS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1685,aRKfV0000ROY1,qjmjF0000RH07,e,SI_GEMY_01,GEMY EVIN,GEMY EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1686,aRKfV0000RN5X,qjmjF0000RH07,d,PC_VILLEFRA,VILLEFRANCHE AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1687,aRKfV0000RKE7,qjmjF0000RH07,e,SC_CLFOURNI,CLAUDE FOURNIS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1689,aRKfV0000RKcx,qjmjF0000RH07,d,PC_COQUID_1,COQUIDE 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1690,aRKfV0000RKRp,qjmjF0000RH07,e,SC_VAUCLUS,VAUCLUSIENNE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1699,aRKfV0000ROHj,qjmjF0000RH07,d,PC_COURT,COURT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1700,aRKfV0000RNyN,qjmjF0000RH07,d,PC_CAR_AV_7,MENY AUTOMOBILES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1720,aRKfV0000RPqV,qjmjF0000RH07,e,SI_AVIGN_01,AVIGNON SERVICE EVIN,AVIGNON SERVICE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1721,aRKfV0000RJyf,qjmjF0000RH07,d,PC_AUTSUDOC,AUTOSUDOCCITANIE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1727,aRKfV0000RPOH,qjmjF0000RH9n,e,SI_BOUZI_01,BOUZINAC INDUSTRIE EVIN,BOUZINAC INDUSTRIE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
1728,aRKfV0000RKbf,qjmjF0000RH07,e,SC_MARYAUTO,MARY AUTO COLL,Contrat particulier,collectif,clôturé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
